#,Name,Type 1,Type 2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,height,weight,base_experience,sprites
389,Duskull,Ghost,Normal,20,40,90,30,90,25,3,False,8,150,59,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/duskull.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/duskull.gif'}"
390,Dusclops,Ghost,Normal,40,70,130,60,130,25,3,False,16,306,159,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/dusclops.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/dusclops.gif'}"
391,Tropius,Grass,Flying,99,68,83,72,87,51,3,False,20,1000,161,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tropius.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tropius.gif'}"
392,Chimecho,Psychic,Normal,65,50,70,95,80,65,3,False,6,10,159,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/chimecho.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/chimecho.gif'}"
393,Absol,Dark,Normal,65,130,60,75,60,75,3,False,12,470,163,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/absol.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/absol.gif'}"
395,Wynaut,Psychic,Normal,95,23,48,23,48,23,3,False,6,140,52,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/wynaut.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/wynaut.gif'}"
396,Snorunt,Ice,Normal,50,50,50,50,50,50,3,False,7,168,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/snorunt.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/snorunt.gif'}"
397,Glalie,Ice,Normal,80,80,80,80,80,80,3,False,15,2565,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/glalie.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/glalie.gif'}"
399,Spheal,Ice,Water,70,40,50,55,50,25,3,False,8,395,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/spheal.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/spheal.gif'}"
400,Sealeo,Ice,Water,90,60,70,75,70,45,3,False,11,876,144,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/sealeo.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/sealeo.gif'}"
401,Walrein,Ice,Water,110,80,90,95,90,65,3,False,14,1506,239,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/walrein.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/walrein.gif'}"
402,Clamperl,Water,Normal,35,64,85,74,55,32,3,False,4,525,69,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/clamperl.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/clamperl.gif'}"
403,Huntail,Water,Normal,55,104,105,94,75,52,3,False,17,270,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/huntail.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/huntail.gif'}"
404,Gorebyss,Water,Normal,55,84,105,114,75,52,3,False,18,226,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gorebyss.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gorebyss.gif'}"
405,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,10,234,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/relicanth.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/relicanth.gif'}"
406,Luvdisc,Water,Normal,43,30,55,40,65,97,3,False,6,87,116,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/luvdisc.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/luvdisc.gif'}"
407,Bagon,Dragon,Normal,45,75,60,40,30,50,3,False,6,421,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bagon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bagon.gif'}"
408,Shelgon,Dragon,Normal,65,95,100,60,50,50,3,False,11,1105,147,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/shelgon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/shelgon.gif'}"
409,Salamence,Dragon,Flying,95,135,80,110,80,100,3,False,15,1026,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/salamence.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/salamence.gif'}"
411,Beldum,Steel,Psychic,40,55,80,35,60,30,3,False,6,952,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/beldum.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/beldum.gif'}"
412,Metang,Steel,Psychic,60,75,100,55,80,50,3,False,12,2025,147,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/metang.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/metang.gif'}"
413,Metagross,Steel,Psychic,80,135,130,95,90,70,3,False,16,5500,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/metagross.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/metagross.gif'}"
415,Regirock,Rock,Normal,80,100,200,50,100,50,3,True,17,2300,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/regirock.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/regirock.gif'}"
416,Regice,Ice,Normal,80,50,100,100,200,50,3,True,18,1750,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/regice.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/regice.gif'}"
417,Registeel,Steel,Normal,80,75,150,75,150,50,3,True,19,2050,261,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/registeel.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/registeel.gif'}"
418,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True,14,400,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/latias.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/latias.gif'}"
420,Latios,Dragon,Psychic,80,90,80,130,110,110,3,True,20,600,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/latios.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/latios.gif'}"
422,Kyogre,Water,Normal,100,100,90,150,140,90,3,True,45,3520,302,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/kyogre.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/kyogre.gif'}"
424,Groudon,Ground,Normal,100,150,140,100,90,90,3,True,35,9500,302,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/groudon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/groudon.gif'}"
426,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True,70,2065,306,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/rayquaza.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/rayquaza.gif'}"
428,Jirachi,Steel,Psychic,100,100,100,100,100,100,3,True,3,11,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/jirachi.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/jirachi.gif'}"
433,Turtwig,Grass,Normal,55,68,64,45,55,31,4,False,4,102,64,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/turtwig.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/turtwig.gif'}"
434,Grotle,Grass,Normal,75,89,85,55,65,36,4,False,11,970,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/grotle.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/grotle.gif'}"
435,Torterra,Grass,Ground,95,109,105,75,85,56,4,False,22,3100,236,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/torterra.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/torterra.gif'}"
436,Chimchar,Fire,Normal,44,58,44,58,44,61,4,False,5,62,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/chimchar.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/chimchar.gif'}"
437,Monferno,Fire,Fighting,64,78,52,78,52,81,4,False,9,220,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/monferno.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/monferno.gif'}"
438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,False,12,550,240,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/infernape.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/infernape.gif'}"
439,Piplup,Water,Normal,53,51,53,61,56,40,4,False,4,52,63,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/piplup.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/piplup.gif'}"
440,Prinplup,Water,Normal,64,66,68,81,76,50,4,False,8,230,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/prinplup.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/prinplup.gif'}"
441,Empoleon,Water,Steel,84,86,88,111,101,60,4,False,17,845,239,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/empoleon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/empoleon.gif'}"
442,Starly,Normal,Flying,40,55,30,30,30,60,4,False,3,20,49,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/starly.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/starly.gif'}"
443,Staravia,Normal,Flying,55,75,50,40,40,80,4,False,6,155,119,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/staravia.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/staravia.gif'}"
444,Staraptor,Normal,Flying,85,120,70,50,60,100,4,False,12,249,218,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/staraptor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/staraptor.gif'}"
445,Bidoof,Normal,Normal,59,45,40,35,40,31,4,False,5,200,50,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bidoof.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bidoof.gif'}"
446,Bibarel,Normal,Water,79,85,60,55,60,71,4,False,10,315,144,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bibarel.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bibarel.gif'}"
447,Kricketot,Bug,Normal,37,25,41,25,41,25,4,False,3,22,39,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/kricketot.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/kricketot.gif'}"
448,Kricketune,Bug,Normal,77,85,51,55,51,65,4,False,10,255,134,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/kricketune.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/kricketune.gif'}"
449,Shinx,Electric,Normal,45,65,34,40,34,45,4,False,5,95,53,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/shinx.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/shinx.gif'}"
450,Luxio,Electric,Normal,60,85,49,60,49,60,4,False,9,305,127,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/luxio.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/luxio.gif'}"
451,Luxray,Electric,Normal,80,120,79,95,79,70,4,False,14,420,235,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/luxray.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/luxray.gif'}"
452,Budew,Grass,Poison,40,30,35,50,70,55,4,False,2,12,56,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/budew.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/budew.gif'}"
453,Roserade,Grass,Poison,60,70,65,125,105,90,4,False,9,145,232,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/roserade.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/roserade.gif'}"
454,Cranidos,Rock,Normal,67,125,40,30,30,58,4,False,9,315,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cranidos.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cranidos.gif'}"
455,Rampardos,Rock,Normal,97,165,60,65,50,58,4,False,16,1025,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/rampardos.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/rampardos.gif'}"
456,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,5,570,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/shieldon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/shieldon.gif'}"
457,Bastiodon,Rock,Steel,60,52,168,47,138,30,4,False,13,1495,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bastiodon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bastiodon.gif'}"
458,Burmy,Bug,Normal,40,29,45,29,45,36,4,False,2,34,45,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/burmy.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/burmy.gif'}"
462,Mothim,Bug,Flying,70,94,50,94,50,66,4,False,9,233,148,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mothim.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mothim.gif'}"
463,Combee,Bug,Flying,30,30,42,30,42,70,4,False,3,55,49,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/combee.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/combee.gif'}"
464,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,False,12,385,166,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/vespiquen.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/vespiquen.gif'}"
465,Pachirisu,Electric,Normal,60,45,70,45,90,95,4,False,4,39,142,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/pachirisu.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/pachirisu.gif'}"
466,Buizel,Water,Normal,55,65,35,60,30,85,4,False,7,295,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/buizel.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/buizel.gif'}"
467,Floatzel,Water,Normal,85,105,55,85,50,115,4,False,11,335,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/floatzel.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/floatzel.gif'}"
468,Cherubi,Grass,Normal,45,35,45,62,53,35,4,False,4,33,55,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cherubi.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cherubi.gif'}"
469,Cherrim,Grass,Normal,70,60,70,87,78,85,4,False,5,93,158,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/cherrim.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/cherrim.gif'}"
470,Shellos,Water,Normal,76,48,48,57,62,34,4,False,3,63,65,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/shellos.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/shellos.gif'}"
471,Gastrodon,Water,Ground,111,83,68,92,82,39,4,False,9,299,166,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gastrodon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gastrodon.gif'}"
472,Ambipom,Normal,Normal,75,100,66,60,66,115,4,False,12,203,169,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/ambipom.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/ambipom.gif'}"
473,Drifloon,Ghost,Flying,90,50,34,60,44,70,4,False,4,12,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/drifloon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/drifloon.gif'}"
474,Drifblim,Ghost,Flying,150,80,44,90,54,80,4,False,12,150,174,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/drifblim.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/drifblim.gif'}"
475,Buneary,Normal,Normal,55,66,44,44,56,85,4,False,4,55,70,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/buneary.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/buneary.gif'}"
476,Lopunny,Normal,Normal,65,76,84,54,96,105,4,False,12,333,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lopunny.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lopunny.gif'}"
478,Mismagius,Ghost,Normal,60,60,60,105,105,105,4,False,9,44,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mismagius.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mismagius.gif'}"
479,Honchkrow,Dark,Flying,100,125,52,105,52,71,4,False,9,273,177,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/honchkrow.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/honchkrow.gif'}"
480,Glameow,Normal,Normal,49,55,42,42,37,85,4,False,5,39,62,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/glameow.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/glameow.gif'}"
481,Purugly,Normal,Normal,71,82,64,64,59,112,4,False,10,438,158,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/purugly.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/purugly.gif'}"
482,Chingling,Psychic,Normal,45,30,50,65,50,45,4,False,2,6,57,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/chingling.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/chingling.gif'}"
483,Stunky,Poison,Dark,63,63,47,41,41,74,4,False,4,192,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/stunky.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/stunky.gif'}"
484,Skuntank,Poison,Dark,103,93,67,71,61,84,4,False,10,380,168,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/skuntank.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/skuntank.gif'}"
485,Bronzor,Steel,Psychic,57,24,86,24,86,23,4,False,5,605,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bronzor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bronzor.gif'}"
486,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False,13,1870,175,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bronzong.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bronzong.gif'}"
487,Bonsly,Rock,Normal,50,80,95,10,45,10,4,False,5,150,58,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/bonsly.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/bonsly.gif'}"
489,Happiny,Normal,Normal,100,5,5,15,65,30,4,False,6,244,110,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/happiny.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/happiny.gif'}"
490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,5,19,144,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/chatot.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/chatot.gif'}"
491,Spiritomb,Ghost,Dark,50,92,108,92,108,35,4,False,10,1080,170,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/spiritomb.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/spiritomb.gif'}"
492,Gible,Dragon,Ground,58,70,45,40,45,42,4,False,7,205,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gible.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gible.gif'}"
493,Gabite,Dragon,Ground,68,90,65,50,55,82,4,False,14,560,144,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gabite.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gabite.gif'}"
494,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False,19,950,270,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/garchomp.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/garchomp.gif'}"
496,Munchlax,Normal,Normal,135,85,40,40,85,5,4,False,6,1050,78,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/munchlax.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/munchlax.gif'}"
497,Riolu,Fighting,Normal,40,70,40,35,40,60,4,False,7,202,57,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/riolu.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/riolu.gif'}"
498,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lucario.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lucario.gif'}"
500,Hippopotas,Ground,Normal,68,72,78,38,42,32,4,False,8,495,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/hippopotas.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/hippopotas.gif'}"
501,Hippowdon,Ground,Normal,108,112,118,68,72,47,4,False,20,3000,184,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/hippowdon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/hippowdon.gif'}"
502,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False,8,120,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/skorupi.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/skorupi.gif'}"
503,Drapion,Poison,Dark,70,90,110,60,75,95,4,False,13,615,175,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/drapion.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/drapion.gif'}"
504,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False,7,230,60,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/croagunk.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/croagunk.gif'}"
505,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False,13,444,172,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/toxicroak.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/toxicroak.gif'}"
506,Carnivine,Grass,Normal,74,100,72,90,72,46,4,False,14,270,159,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/carnivine.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/carnivine.gif'}"
507,Finneon,Water,Normal,49,49,56,49,61,66,4,False,4,70,66,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/finneon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/finneon.gif'}"
508,Lumineon,Water,Normal,69,69,76,69,86,91,4,False,12,240,161,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lumineon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lumineon.gif'}"
509,Mantyke,Water,Flying,45,20,50,60,120,50,4,False,10,650,69,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mantyke.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mantyke.gif'}"
510,Snover,Grass,Ice,60,62,50,62,60,40,4,False,10,505,67,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/snover.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/snover.gif'}"
511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,False,22,1355,173,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/abomasnow.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/abomasnow.gif'}"
513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,11,340,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/weavile.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/weavile.gif'}"
514,Magnezone,Electric,Steel,70,70,115,130,90,60,4,False,12,1800,241,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/magnezone.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/magnezone.gif'}"
515,Lickilicky,Normal,Normal,110,85,95,80,95,50,4,False,17,1400,180,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/lickilicky.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/lickilicky.gif'}"
516,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,False,24,2828,241,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/rhyperior.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/rhyperior.gif'}"
517,Tangrowth,Grass,Normal,100,100,125,110,50,50,4,False,20,1286,187,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/tangrowth.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/tangrowth.gif'}"
518,Electivire,Electric,Normal,75,123,67,95,85,95,4,False,18,1386,243,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/electivire.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/electivire.gif'}"
519,Magmortar,Fire,Normal,75,95,67,125,95,83,4,False,16,680,243,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/magmortar.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/magmortar.gif'}"
520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False,15,380,245,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/togekiss.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/togekiss.gif'}"
521,Yanmega,Bug,Flying,86,76,86,116,56,95,4,False,19,515,180,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/yanmega.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/yanmega.gif'}"
522,Leafeon,Grass,Normal,65,110,130,60,65,95,4,False,10,255,184,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/leafeon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/leafeon.gif'}"
523,Glaceon,Ice,Normal,65,60,110,130,95,65,4,False,8,259,184,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/glaceon.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/glaceon.gif'}"
524,Gliscor,Ground,Flying,75,95,125,45,75,95,4,False,20,425,179,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/gliscor.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/gliscor.gif'}"
525,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False,25,2910,239,"{'normal': 'http://img.pokemondb.net/sprites/black-white/normal/mamoswine.png', 'animated': 'http://img.pokemondb.net/sprites/black-white/anim/normal/mamoswine.gif'}"
